关注房源人数,总价,平米价,精简装,面积,建造时间,室,厅,小区名称,所在大区域,所在小区域,建筑类型,建筑结构,梯户比例,梯,户,产权年限,户型结构,海景,地铁,公交,轻轨,购物,银行,饭店,学区,采光,休闲,经度,纬度
5,51.8,12377.5,精,41.85,1989.0,2.0,0.0,刘家桥$,沙河口,春柳$,板楼$,砖混,0.16666666666666666,1.0,6.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.5771788364316,38.9514294603593
6,98.0,17500.0,精,56.0,2009.0,2.0,1.0,谷歌里$,高新园区,七贤岭$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.51562137339374,38.85839051485851
2,75.0,9532.3,精,78.68,2007.0,2.0,2.0,金信陶然居$,金州,桃园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.76092354903821,39.08139238004907
1,134.9,14078.5,精,95.82,2006.0,2.0,1.0,东山花园$,开发区,东山$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.78750413958682,39.04753737143602
5,71.0,16892.7,精,42.03,2008.0,1.0,1.0,宅语原$,沙河口,软件园$,板楼$,钢混,0.25,2.0,8.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.5660918105901,38.90232463907255
5,49.9,7666.3,简,65.09,2004.0,2.0,1.0,光明现代城$,金州,站前$,塔楼$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.72188399645631,39.0970881403581
8,67.0,19425.9,精,34.49,2010.0,1.0,1.0,小平岛揽海名寓$,高新园区,小平岛$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,1,1,0,0,0,1,121.50290070352469,38.83774728149684
6,109.0,16972.9,精,64.22,2012.0,1.0,1.0,美辰香醒$,甘井子,华东$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.60381564473562,38.99047397562602
8,48.0,8930.2,毛,53.75,2014.0,1.0,1.0,知润山$,开发区,高城山$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.82034901330414,39.08552043901178
10,125.0,16303.6,简,76.67,1999.0,3.0,2.0,文荟小区$,高新园区,凌水$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.52869557319288,38.88361553667072
4,76.5,17091.2,精,44.76,2000.0,2.0,0.0,丹东街（二七商圈）$,中山,二七$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.6643477863559,38.92930185854932
3,29.0,6691.3,简,43.34,1999.0,1.0,1.0,金元小区$,金州,金润$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.74290662528917,39.1003057600386
5,49.9,7666.3,简,65.09,2004.0,2.0,1.0,光明现代城$,金州,站前$,塔楼$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.72188399645631,39.0970881403581
8,67.0,19425.9,精,34.49,2010.0,1.0,1.0,小平岛揽海名寓$,高新园区,小平岛$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,1,1,0,0,0,1,121.50290070352469,38.83774728149684
6,109.0,16972.9,精,64.22,2012.0,1.0,1.0,美辰香醒$,甘井子,华东$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.60381564473562,38.99047397562602
8,48.0,8930.2,毛,53.75,2014.0,1.0,1.0,知润山$,开发区,高城山$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.82034901330414,39.08552043901178
10,125.0,16303.6,简,76.67,1999.0,3.0,2.0,文荟小区$,高新园区,凌水$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.52869557319288,38.88361553667072
4,76.5,17091.2,精,44.76,2000.0,2.0,0.0,丹东街（二七商圈）$,中山,二七$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,1,0,0,0,0,1,121.6643477863559,38.92930185854932
3,29.0,6691.3,简,43.34,1999.0,1.0,1.0,金元小区$,金州,金润$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.74290662528917,39.1003057600386
1,62.4,10400.0,精,60.0,,2.0,1.0,新月里$,开发区,东山$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.79104980084149,39.05241084091687
8,98.0,15196.2,简,64.49,1999.0,2.0,1.0,虎滩路$,中山,虎滩$,板楼$,钢混,0.5,1.0,2.0,70.0,暂无数据,0,0,1,0,0,1,0,0,1,1,121.69199711612228,38.89564182559214
7,46.0,9850.1,精,46.7,2005.0,1.0,1.0,熙龙山庄$,旅顺口,龙王塘$,板楼$,钢混,0.2,1.0,5.0,70.0,平层,0,1,1,1,1,0,0,0,1,1,121.40672094984339,38.83995204364831
6,64.8,9543.4,精,67.9,1998.0,2.0,2.0,开.东山小区$,开发区,东山$,板楼$,钢混,0.3333333333333333,1.0,3.0,50.0,平层,0,0,1,0,0,0,0,0,1,0,121.72026183636639,39.735454065525126
9,135.0,11344.5,简,119.0,2013.0,3.0,1.0,德泰岭秀逸城B区$,金州,桃园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.77072768681481,39.083746097627284
12,60.0,13157.9,精,45.6,1998.0,2.0,1.0,桃山小区$,沙河口,南沙$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.57148699305927,38.902112111547694
2,68.0,8710.1,精,78.07,2013.0,2.0,1.0,海脉未来城$,金州,城润$,板塔结合$,钢混,0.4,2.0,5.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.743506784997,39.07819937629414
2,33.8,8243.9,精,41.0,1997.0,2.0,1.0,古城甲区$,金州,古城汇金$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,1,0,1,1,0,0,1,0,121.72508981975352,39.11499770792852
2,116.0,12298.6,精,94.32,2005.0,2.0,2.0,泡崖康祥园$,甘井子,泡崖八区$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.54926660857467,38.98452051331836
0,35.0,5468.8,简,64.0,2012.0,2.0,1.0,嘉合苑$,普兰店,普兰店$,塔楼$,框架,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,1,0,0,0,121.98418088077271,39.41072908588797
19,115.0,20724.5,精,55.49,2003.0,1.0,1.0,嘉和花样年华一期$,中山,三八南$,塔楼$,钢混,0.21052631578947367,4.0,19.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.66262297420043,38.92463592013571
3,63.0,9157.0,精,68.8,2007.0,2.0,1.0,湾里东$,开发区,金湾新城$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.86275581378507,39.074533650932494
19,85.5,12847.5,简,66.55,1990.0,2.0,1.0,华南沃尔玛六和路$,甘井子,名贵$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.60097725264625,38.995572544768734
6,44.0,9630.1,精,45.69,2010.0,1.0,0.0,左岸经典$,开发区,红梅翠竹$,板楼$,钢混,0.2608695652173913,6.0,23.0,50.0,平层,0,0,0,1,1,1,0,0,0,1,121.7613088888647,39.04871468544913
10,91.0,17952.3,精,50.69,2010.0,1.0,1.0,中海华庭$,高新园区,中海$,板塔结合$,钢混,0.2727272727272727,3.0,11.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.52944170844438,38.87173022753774
4,54.5,9646.0,简,56.5,1997.0,2.0,1.0,古城丁区$,金州,古城汇金$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,0,0,121.7199965353086,39.11877375398031
8,70.0,14675.1,简,47.7,2008.0,1.0,1.0,水映西山$,甘井子,万科假日$,塔楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,102.67155712350362,25.043198760946844
14,249.0,24653.5,简,101.0,2007.0,2.0,1.0,万达华府二期$,西岗,华府$,塔楼$,钢混,0.3,3.0,10.0,70.0,平层,0,1,1,0,0,1,0,0,1,1,121.61229983036195,38.91913679435147
2,84.0,13951.2,精,60.21,1999.0,2.0,1.0,北昌平小区$,沙河口,西安路$,板楼$,钢混,0.2857142857142857,2.0,7.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.56487815942236,38.90285927867023
7,63.0,10287.4,精,61.24,2000.0,1.0,1.0,欣家园二期$,甘井子,前关$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,1,1,1,1,0,0,1,1,121.66258720906487,39.038912991603475
3,60.0,9375.0,精,64.0,2009.0,2.0,1.0,和嘉佳园$,金州,站前$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,1,0,0,0,1,121.72615783763196,39.09137935546234
11,120.0,15682.2,精,76.52,2011.0,2.0,2.0,中冶蓝城C区$,甘井子,生态新城$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,1,1,0,0,0,1,121.48863097587149,38.97965610397961
1,95.0,23393.3,精,40.61,2009.0,1.0,1.0,鑫境界$,甘井子,机场$,塔楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.55214430781825,38.960410110943705
2,52.0,10471.2,精,49.66,1996.0,1.0,1.0,青松北里$,开发区,红梅翠竹$,板楼$,钢混,0.16666666666666666,1.0,6.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.7647673300442,39.04903091553647
26,368.5,28106.2,精,131.11,2011.0,3.0,2.0,壹品天城$,甘井子,大纺$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,0,1,0,0,0,0,121.5895689172967,38.95586853379089
10,135.0,25328.3,简,53.3,1992.0,2.0,1.0,实验小学市场街$,西岗,英华街$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,0,0,0,1,1,121.63276764235592,38.92099892000092
5,110.0,34204.0,简,32.16,1990.0,1.0,1.0,39中开源巷$,中山,三八南$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,1,0,0,0,1,1,121.66476937640293,38.920629698466094
7,102.0,11173.2,简,91.29,1992.0,2.0,1.0,新丽街$,西岗,新起屯$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.63495261240716,38.89211077832578
12,75.0,19973.4,简,37.55,2004.0,1.0,0.0,金宸国际$,西岗,英华街$,板楼$,钢混,0.16,4.0,25.0,70.0,平层,0,1,1,0,0,1,0,0,0,0,121.62420797930402,38.924830380231654
2,90.0,14278.9,精,63.03,2007.0,2.0,1.0,锦泉源D1区$,甘井子,泉水锦泉源$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,1,1,1,0,0,1,1,121.61768702509855,39.01348308242818
8,46.0,12439.2,简,36.98,2000.0,1.0,1.0,学府林居$,中山,武昌街$,板塔结合$,砖混,0.038461538461538464,1.0,26.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.6541181634796,38.9148985285611
5,82.0,11457.3,简,71.57,1994.0,3.0,1.0,宪卫里$,中山,景山$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.67121025206202,38.89113394294697
1,33.0,6752.6,简,48.87,2002.0,1.0,1.0,雍景国际$,开发区,倚山里$,塔楼$,钢混,0.10526315789473684,2.0,19.0,40.0,平层,0,0,1,0,1,0,1,1,0,1,0,0
7,273.0,23437.5,精,116.48,2016.0,3.0,2.0,星海融汇$,沙河口,太原街$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,1,121.60300319477474,38.90250776363948
2,47.0,5014.4,毛,93.73,,2.0,2.0,金悦湾$,普兰店,普兰店$,未知$,框架,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.9283199924823,39.396192108621904
14,138.0,19619.0,精,70.34,2001.0,2.0,1.0,金盛家园$,甘井子,大纺$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,1,0,121.59571119440767,38.967103784482354
1,61.0,9253.6,毛,65.92,2011.0,2.0,1.0,金州福佳新天地广场$,金州,光明$,板楼$,钢混,0.25,2.0,8.0,70.0,平层,0,0,1,0,1,1,1,0,1,0,121.71831493883461,39.10140445231391
5,115.0,25120.1,精,45.78,2011.0,1.0,0.0,华业玫瑰东方$,沙河口,和平广场$,塔楼$,钢混,0.2,3.0,15.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59303680326035,38.90910852560183
20,255.0,21121.5,简,120.73,2004.0,3.0,1.0,亿达国际新城$,高新园区,软件园$,板楼$,钢混,0.5,1.0,2.0,70.0,暂无数据,0,0,1,0,1,1,0,0,0,1,121.557134088604,38.89246409014974
3,83.0,9355.3,精,88.72,2014.0,2.0,1.0,远洋时代城三期$,开发区,高城山$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.8301839782309,39.09087913351288
7,117.0,13125.4,简,89.14,1990.0,3.0,2.0,广兴巷$,中山,青云街$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.6530477264644,38.90539837921456
11,30.0,6854.0,简,43.77,2005.0,1.0,0.0,东城天下$,开发区,东城$,板楼$,钢混,0.25,3.0,12.0,50.0,平层,0,0,1,0,0,1,0,0,1,0,121.84724109218661,39.07191843110481
14,85.8,13191.9,精,65.04,2003.0,2.0,1.0,泡崖美林园$,甘井子,美林园$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,0,0,0,1,1,121.52588921557629,38.97887829733051
25,133.0,28376.4,精,46.87,2011.0,1.0,1.0,软景E居$,高新园区,软件园$,板楼$,钢混,0.2380952380952381,5.0,21.0,70.0,平层,0,1,1,0,1,1,1,0,0,0,121.55079131778795,38.891831433498176
5,355.0,24832.1,精,142.96,2005.0,3.0,2.0,林语家话$,甘井子,促进路$,塔楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.58545977594478,38.95974441554821
12,99.0,17042.5,精,58.09,1992.0,2.0,1.0,东电小区$,高新园区,学府$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.73014048229689,39.025458019648774
2,36.5,8204.1,简,44.49,2006.0,1.0,1.0,恒达花园$,金州,金华$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,0,121.71598901476749,39.11770952321311
32,115.0,12981.1,简,88.59,2007.0,2.0,2.0,泊林和山$,甘井子,叠翠$,塔楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.54218711764717,38.92402111742112
4,95.0,14028.4,简,67.72,1996.0,2.0,1.0,北甸街$,沙河口,辽师$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.57596520951812,38.92464508422796
1,51.0,6198.3,精,82.28,2010.0,2.0,2.0,鼎盛佳苑$,普兰店,普兰店$,塔楼$,框架,0.5,1.0,2.0,70.0,平层,0,0,0,1,1,0,0,0,1,1,121.94171173429615,39.39565778286007
0,46.0,8297.3,简,55.44,2004.0,2.0,1.0,宁海小区$,金州,金华$,板楼$,钢,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,122.27565098571245,39.870334054633844
20,61.0,9133.1,精,66.79,2003.0,3.0,2.0,泡崖美林园$,甘井子,美林园$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.52588921557629,38.97887829733051
6,52.0,10473.3,简,49.65,2009.0,1.0,1.0,开建阳光馨苑$,开发区,安盛$,塔楼$,钢混,0.2,2.0,10.0,50.0,平层,0,1,0,0,0,0,0,0,0,0,121.78505338429109,39.064827378862056
1,33.0,6752.6,简,48.87,2002.0,1.0,1.0,雍景国际$,开发区,倚山里$,塔楼$,钢混,0.10526315789473684,2.0,19.0,40.0,平层,0,0,1,0,1,0,1,1,0,1,0,0
7,273.0,23437.5,精,116.48,2016.0,3.0,2.0,星海融汇$,沙河口,太原街$,板楼$,钢混,1.0,2.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,1,1,121.60300319477474,38.90250776363948
2,47.0,5014.4,毛,93.73,,2.0,2.0,金悦湾$,普兰店,普兰店$,未知$,框架,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.9283199924823,39.396192108621904
14,138.0,19619.0,精,70.34,2001.0,2.0,1.0,金盛家园$,甘井子,大纺$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,0,0,0,0,1,0,121.59571119440767,38.967103784482354
1,61.0,9253.6,毛,65.92,2011.0,2.0,1.0,金州福佳新天地广场$,金州,光明$,板楼$,钢混,0.25,2.0,8.0,70.0,平层,0,0,1,0,1,1,1,0,1,0,121.71831493883461,39.10140445231391
5,115.0,25120.1,精,45.78,2011.0,1.0,0.0,华业玫瑰东方$,沙河口,和平广场$,塔楼$,钢混,0.2,3.0,15.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59303680326035,38.90910852560183
20,255.0,21121.5,简,120.73,2004.0,3.0,1.0,亿达国际新城$,高新园区,软件园$,板楼$,钢混,0.5,1.0,2.0,70.0,暂无数据,0,0,1,0,1,1,0,0,0,1,121.557134088604,38.89246409014974
3,83.0,9355.3,精,88.72,2014.0,2.0,1.0,远洋时代城三期$,开发区,高城山$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.83061723097836,39.09144710545936
11,30.0,6854.0,简,43.77,2005.0,1.0,0.0,东城天下$,开发区,东城$,板楼$,钢混,0.25,3.0,12.0,50.0,平层,0,0,1,0,0,1,0,0,1,0,121.84724109218661,39.07191843110481
5,355.0,24832.1,精,142.96,2005.0,3.0,2.0,林语家话$,甘井子,促进路$,塔楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.58545977594478,38.95974441554821
12,99.0,17042.5,精,58.09,1992.0,2.0,1.0,东电小区$,高新园区,学府$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.73014048229689,39.025458019648774
2,36.5,8204.1,简,44.49,2006.0,1.0,1.0,恒达花园$,金州,金华$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,1,0,0,0,0,0,1,0,121.71598901476749,39.11770952321311
32,115.0,12981.1,简,88.59,2007.0,2.0,2.0,泊林和山$,甘井子,叠翠$,塔楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.54218711764717,38.92402111742112
4,95.0,14028.4,简,67.72,1996.0,2.0,1.0,北甸街$,沙河口,辽师$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,1,0,1,1,0,0,1,1,121.57596520951812,38.92464508422796
1,51.0,6198.3,精,82.28,2010.0,2.0,2.0,鼎盛佳苑$,普兰店,普兰店$,塔楼$,框架,0.5,1.0,2.0,70.0,平层,0,0,0,1,1,0,0,0,1,1,121.94171173429615,39.39565778286007
0,46.0,8297.3,简,55.44,2004.0,2.0,1.0,宁海小区$,金州,金华$,板楼$,钢,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,122.27565098571245,39.870334054633844
6,52.0,10473.3,简,49.65,2009.0,1.0,1.0,开建阳光馨苑$,开发区,安盛$,塔楼$,钢混,0.2,2.0,10.0,50.0,平层,0,1,0,0,0,0,0,0,0,0,121.78505338429109,39.064827378862056
3,87.0,12994.8,精,66.95,1997.0,2.0,1.0,泡崖二区$,甘井子,泡崖市场$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,1,0,121.56269570282993,38.97824189066711
4,56.0,8034.4,毛,69.7,1992.0,2.0,1.0,古城乙区$,金州,古城汇金$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,1,121.72019557735197,39.11428095218343
0,87.0,10170.7,精,85.54,2005.0,2.0,1.0,颐馨园$,开发区,杏花里$,板楼$,钢混,0.5,1.0,2.0,50.0,平层,0,0,0,0,0,0,0,0,0,0,121.78754654050519,39.082026010540844
5,66.5,13510.8,毛,49.22,1982.0,2.0,1.0,文星街$,甘井子,山东路$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59522520663525,38.984388031983286
2,65.5,9703.7,简,67.5,2006.0,2.0,1.0,职高小区$,金州,光明$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.71639192904297,39.10952899448941
26,178.0,23579.3,精,75.49,2013.0,3.0,1.0,雯君庭$,高新园区,中海$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.53225296092768,38.868105655596366
1,68.8,8046.8,精,85.5,1992.0,2.0,1.0,胜利西小区$,金州,光明$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,121.7153844452779,39.10417850214932
1,104.5,10506.7,简,99.46,2002.0,2.0,2.0,玉丽街$,甘井子,泡崖八区$,板楼$,砖混,0.5,1.0,2.0,70.0,平层,0,1,1,0,0,0,0,1,0,1,121.55533529380334,38.98668147040482
8,110.0,15187.1,精,72.43,2010.0,2.0,1.0,艾维尼小城$,甘井子,生态新城$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.49830930416482,38.97876267755482
1,59.0,8006.5,精,73.69,,2.0,1.0,金普广场三期$,普兰店,普兰店$,未知$,未知,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.95975188193754,39.406681999009855
15,81.0,9310.3,简,87.0,2007.0,2.0,1.0,绿洲半岛北岸$,开发区,海富$,塔楼$,钢混,0.3333333333333333,2.0,6.0,50.0,平层,0,0,1,0,1,1,0,0,1,0,121.80916704285836,39.027172071236684
19,68.5,14220.5,精,48.17,2008.0,1.0,1.0,水映西山$,甘井子,万科假日$,塔楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,1,0,1,0,0,0,1,1,102.67155712350362,25.043198760946844
4,72.0,15000.0,简,48.0,2007.0,1.0,1.0,宝发金钻$,沙河口,西安路$,塔楼$,钢混,0.25,5.0,20.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59552225919958,38.92136486344346
0,68.0,11504.0,简,59.11,2011.0,2.0,1.0,糖果小区$,金州,金润$,板楼$,钢混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.74912304494372,39.09948908763833
8,68.0,15546.4,简,43.74,1990.0,2.0,0.0,凌源街$,高新园区,学府$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.54950615431518,38.87632917698375
46,75.0,20259.3,精,37.02,2012.0,1.0,1.0,柏悦国际公寓$,高新园区,高新园区$,板楼$,钢混,0.2608695652173913,6.0,23.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.53147400518607,38.86382757420946
6,85.5,10070.7,精,84.9,2009.0,2.0,1.0,九龙汇$,开发区,海富$,塔楼$,钢混,0.4,2.0,5.0,0.0,平层,0,0,0,0,0,0,0,0,0,0,121.59831354324972,38.88854659512252
7,83.0,12037.7,精,68.95,2002.0,2.0,1.0,玉山路$,甘井子,泡崖八区$,板楼$,砖混,0.3333333333333333,1.0,3.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.55352986950804,38.9819007090535
5,133.0,14599.3,精,91.1,2002.0,2.0,2.0,金色阳光家园$,甘井子,泉水锦泉源$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,1,0,0,0,0,1,0,121.61169367626147,39.01026492289031
0,69.7,14989.2,精,46.5,1995.0,1.0,1.0,七江路$,甘井子,山东路$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.58196547261271,38.989574351207814
19,178.0,21409.7,精,83.14,2013.0,2.0,1.0,中海紫御观邸四期$,高新园区,中海$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.52783500459905,38.87082611585169
1,117.0,12928.2,精,90.5,2012.0,2.0,1.0,大连海湾城一期$,开发区,华润海中国$,板楼$,钢混,0.5,2.0,4.0,50.0,平层,0,0,1,0,1,1,0,0,1,1,121.75396598960911,39.04239207976784
4,48.0,7915.6,简,60.64,2010.0,2.0,1.0,平安小区$,金州,古城汇金$,板楼$,钢混,0.25,1.0,4.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.73071865148584,39.12423128221401
6,77.8,21983.6,简,35.39,1970.0,1.0,1.0,金二街$,甘井子,金三角$,板楼$,砖混,0.0625,1.0,16.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.60604659185948,38.975710470355274
25,129.0,27446.8,精,47.0,2011.0,1.0,1.0,软景E居$,高新园区,软件园$,板楼$,钢混,0.2380952380952381,5.0,21.0,70.0,平层,0,0,0,0,0,0,1,0,0,1,121.55079131778795,38.891831433498176
2,55.0,15682.9,简,35.07,2008.0,1.0,1.0,东林世家$,金州,碧海$,塔楼$,钢混,0.07407407407407407,2.0,27.0,0.0,跃层,0,0,0,0,0,0,0,0,0,0,121.72728712443774,39.10486643727048
4,104.0,9811.3,精,106.0,2007.0,3.0,2.0,金信陶然居$,金州,桃园$,板楼$,钢混,0.5,1.0,2.0,0.0,平层,0,1,0,0,0,0,0,0,0,0,121.76092354903821,39.08139238004907
6,66.5,15822.0,简,42.03,1991.0,1.0,1.0,万家巷（昆明街）$,中山,南山$,板楼$,砖混,0.25,1.0,4.0,70.0,平层,0,1,1,0,0,0,0,0,0,0,121.64676669888097,38.917855662389904
3,102.0,16406.6,精,62.17,2008.0,2.0,1.0,枫林绿洲$,沙河口,绿波$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.56376702557435,38.940624644021284
58,159.0,17453.3,精,91.1,2014.0,3.0,2.0,万科溪之谷$,甘井子,溪之谷$,板楼$,钢混,0.5,1.0,2.0,70.0,平层,0,1,1,0,1,1,0,0,0,1,121.48045379064472,38.91483322778244
12,190.0,21355.5,精,88.97,2013.0,2.0,2.0,华润置地广场二期$,甘井子,华南$,板楼$,钢混,0.5,2.0,4.0,70.0,平层,0,1,1,0,0,1,0,0,1,1,121.59179623975784,38.99718452175572
2,26.0,7838.4,简,33.17,2007.0,1.0,0.0,碧海尚城$,金州,碧海$,板楼$,钢混,0.3333333333333333,2.0,6.0,70.0,平层,0,0,0,0,0,0,0,0,0,0,121.7312038783935,39.09998186915977
6,50.5,12078.5,简,41.81,1992.0,1.0,1.0,侯二小区$,沙河口,侯家沟$,板楼$,混合,0.25,1.0,4.0,70.0,平层,0,1,0,0,0,0,0,0,0,0,121.59007102695813,38.933812737033655
